time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power thermal,Power TOT,jetson_clocks,nvp model
2024-05-30 18:04:48.849118,0:17:36.980000,16,8,9,9,0.7539393784109252,0.0639120383611052,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.5,43.0,42.0,40.5,42.5,1712,5381,OFF,MAXN
2024-05-30 18:04:49.850627,0:17:37.980000,14,11,17,12,0.7540004769628895,0.0639120383611052,0,0.0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.0,44.0,43.0,40.5,42.5,3951,7309,OFF,MAXN
2024-05-30 18:04:50.852103,0:17:38.980000,16,10,15,10,0.7539088291349431,0.0639120383611052,0,0.0,58.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.0,43.5,42.5,40.5,42.75,3316,6765,OFF,MAXN
2024-05-30 18:04:51.853537,0:17:39.980000,24,4,9,11,0.7540310262388716,0.0639120383611052,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.0,43.5,43.0,41.0,42.75,3200,6177,OFF,MAXN
2024-05-30 18:04:52.854982,0:17:40.980000,13,5,11,20,0.7539393784109252,0.0639120383611052,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.0,43.5,43.0,41.0,43.0,3911,7349,OFF,MAXN
2024-05-30 18:04:53.856421,0:17:41.980000,15,4,18,14,0.7540586191333072,0.06391011027982244,0,0.0,1.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.0,43.0,43.0,41.0,43.0,3038,6562,OFF,MAXN
2024-05-30 18:04:54.857861,0:17:42.980000,14,4,14,14,0.7539955496603118,0.06391011027982244,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.0,43.5,43.0,41.0,43.25,3911,7349,OFF,MAXN
2024-05-30 18:04:55.859383,0:17:43.980000,13,8,10,20,0.7540260989362939,0.06390818219853966,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.5,43.0,43.0,41.0,43.25,3715,7147,OFF,MAXN
2024-05-30 18:04:56.860801,0:17:44.980000,5,3,23,6,0.7540260989362939,0.06390818219853966,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.5,44.0,43.0,40.5,43.0,2397,6055,OFF,MAXN
2024-05-30 18:04:57.862249,0:17:45.990000,10,7,27,4,0.7540280698573251,0.06390689681101783,0,0.0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.5,44.0,43.5,41.0,43.5,3951,7228,OFF,MAXN
2024-05-30 18:04:58.863768,0:17:46.990000,10,5,28,2,0.7539364220293785,0.06390689681101783,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.5,43.5,43.0,41.0,43.25,3397,6876,OFF,MAXN
2024-05-30 18:04:59.865201,0:17:47.990000,14,7,17,4,0.7539709131474229,0.06390689681101783,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.5,43.5,43.5,41.0,43.5,2641,5698,OFF,MAXN
